Date,Open,High,Low,Close,Volume
2025-02-04,3.6504,3.8999,3.2744,3.594,160602043.0
2025-02-05,3.5951,3.7202,3.3029,3.3302,86612120.2
2025-02-06,3.3303,3.5123,3.1045,3.1358,97129245.8
2025-02-07,3.1358,3.3875,2.9042,3.0139,105259883.6
2025-02-08,3.014,3.0893,2.8832,3.0624,60451283.9
2025-02-09,3.0627,3.1831,2.8679,2.9952,64793426.4
2025-02-10,2.9951,3.3072,2.9006,3.2159,89129532.2
2025-02-11,3.2158,3.5854,3.2012,3.3279,98989961.3
2025-02-12,3.3278,3.6699,3.08,3.5821,119295684.7
2025-02-13,3.5822,3.6566,3.4093,3.4676,68961005.5
2025-02-14,3.4677,3.7386,3.4267,3.5531,62311129.3
2025-02-15,3.5532,3.5995,3.3736,3.4178,32754215.9
2025-02-16,3.4177,3.4638,3.2482,3.2688,33620742.0
2025-02-17,3.2689,3.3573,3.1437,3.2183,48973002.6
2025-02-18,3.2183,3.2352,2.9205,3.0652,73888005.2
2025-02-19,3.0653,3.2601,3.0059,3.2182,69343352.9
2025-02-20,3.2182,3.4801,3.1891,3.4508,56275911.9
2025-02-21,3.4507,3.5699,3.2213,3.2695,80214581.0
2025-02-22,3.2696,3.4551,3.2516,3.4216,34073643.0
2025-02-23,3.4216,3.4866,3.2852,3.3782,31629408.2
2025-02-24,3.3782,3.4496,2.8,2.8304,114909197.3
2025-02-25,2.8304,3.0158,2.6338,2.9577,197736823.3
2025-02-26,2.9577,3.096,2.7434,2.8831,113387130.8
2025-02-27,2.8832,2.9803,2.7588,2.7888,65376606.4
2025-02-28,2.7889,2.8577,2.5165,2.83,110185577.6
2025-03-01,2.8301,2.925,2.7816,2.8194,45305597.7
2025-03-02,2.8195,3.2513,2.791,3.1935,101360907.0
2025-03-03,3.1935,3.2073,2.5831,2.6179,92351353.1
2025-03-04,2.6181,2.6534,2.2559,2.5262,146366349.3
2025-03-05,2.5261,2.6909,2.4424,2.6332,73567270.5
2025-03-06,2.6331,3.0,2.5879,2.7361,133130182.3
2025-03-07,2.7361,2.8909,2.5613,2.5826,131733779.8
2025-03-08,2.5827,2.6299,2.4674,2.4834,31604374.1
2025-03-09,2.4833,2.5251,2.251,2.2898,52208202.9
2025-03-10,2.2899,2.4494,2.0577,2.0888,96302349.2
2025-03-11,2.089,2.3063,1.9626,2.2288,105937935.5
2025-03-12,2.2297,2.3762,2.1716,2.2854,66541272.6
2025-03-13,2.2846,2.343,2.1143,2.1635,53460809.9
2025-03-14,2.1635,2.3862,2.1592,2.3254,52363087.0
2025-03-15,2.3249,2.4269,2.3,2.3523,35560593.8
2025-03-16,2.3523,2.3677,2.2051,2.2314,36884877.2
2025-03-17,2.2314,2.3815,2.2288,2.379,58479643.4
2025-03-18,2.379,2.3884,2.2206,2.2847,52490169.1
2025-03-19,2.2848,2.4867,2.2771,2.4745,65904441.8
2025-03-20,2.4744,2.5014,2.3431,2.3571,44620336.1
2025-03-21,2.3567,2.3694,2.2325,2.2527,45241389.7
2025-03-22,2.2525,2.3089,2.2331,2.2638,22756938.9
2025-03-23,2.2638,2.3006,2.2358,2.2925,25644230.9
2025-03-24,2.2926,2.4508,2.2604,2.3975,55889399.0
2025-03-25,2.3975,2.4843,2.3344,2.4574,50925088.2
2025-03-26,2.4575,2.6527,2.4391,2.6198,77655518.4
2025-03-27,2.6196,2.8309,2.6069,2.7811,93460343.4
2025-03-28,2.7808,2.799,2.4698,2.5058,78257048.7
2025-03-29,2.5058,2.5458,2.2492,2.3114,61443288.4
2025-03-30,2.3114,2.4556,2.2804,2.3515,47804054.1
2025-03-31,2.3518,2.3567,2.1815,2.2674,59087121.9
2025-04-01,2.2674,2.5279,2.2522,2.4075,62984749.6
2025-04-02,2.4076,2.55,2.2524,2.3081,86360879.7
2025-04-03,2.3079,2.4391,2.1821,2.2632,98448961.8
2025-04-04,2.2635,2.325,2.1285,2.2577,97462219.3
2025-04-05,2.2577,2.2776,2.1815,2.2163,27124305.9
2025-04-06,2.2164,2.2244,1.8829,1.9215,68127350.2
2025-04-07,1.9215,2.1,1.7174,2.0191,165709258.1
2025-04-08,2.0192,2.1031,1.9239,1.9306,84463274.4
2025-04-09,1.9306,2.2887,1.8627,2.2217,160205439.4
2025-04-10,2.2216,2.2304,2.0511,2.1127,85593794.4
2025-04-11,2.1126,2.2499,2.0966,2.1882,79566591.5
2025-04-12,2.188,2.3979,2.1575,2.3463,87819932.1
2025-04-13,2.3465,2.4175,2.2032,2.2335,92321218.3
2025-04-14,2.2335,2.351,2.1724,2.1925,80868576.1
2025-04-15,2.1925,2.25,2.0836,2.0889,66752360.6
2025-04-16,2.0887,2.1356,2.0212,2.0555,58137294.5
2025-04-17,2.0556,2.1705,2.0437,2.123,40058347.3
2025-04-18,2.1231,2.1542,2.0951,2.1202,25360734.4
2025-04-19,2.1203,2.1789,2.1111,2.1549,23389048.1
2025-04-20,2.155,2.1722,2.0821,2.1135,29291969.0
2025-04-21,2.1135,2.2852,2.1096,2.1964,67546675.2
2025-04-22,2.1965,2.7488,2.1679,2.6674,100338186.2
2025-04-23,2.6672,3.0786,2.6672,2.9662,170451488.1
2025-04-24,2.9656,3.3944,2.895,3.3437,165560735.6
2025-04-25,3.3438,3.8121,3.2736,3.519,172234622.0
2025-04-26,3.519,3.6491,3.3554,3.5197,77689856.2
2025-04-27,3.5198,3.6551,3.4235,3.5581,63830142.5
2025-04-28,3.5579,3.875,3.39,3.5265,131536628.8
2025-04-29,3.5269,3.6349,3.4199,3.5319,70168616.8
2025-04-30,3.5318,3.6036,3.2721,3.5053,73777963.2
2025-05-01,3.5051,3.7666,3.4551,3.5504,87841188.9
2025-05-02,3.5504,3.5717,3.3891,3.4259,82362008.0
2025-05-03,3.4259,3.4637,3.265,3.3351,50521532.7
2025-05-04,3.3353,3.36,3.1548,3.2747,53017924.9
2025-05-05,3.2748,3.4942,3.2109,3.4234,90863023.4
2025-05-06,3.4231,3.4277,3.12,3.3458,93102241.9
2025-05-07,3.3461,3.4467,3.2333,3.3314,71412580.9
2025-05-08,3.3308,4.1,3.3157,4.0335,163470657.1
2025-05-09,4.0332,4.0771,3.8141,3.9504,128396302.2
2025-05-10,3.9503,4.158,3.833,4.1214,85767613.4
2025-05-11,4.1213,4.274,3.8902,4.0175,85432431.6
2025-05-12,4.0176,4.2989,3.808,3.9632,130517259.4
2025-05-13,3.9632,4.1139,3.815,4.0632,64931065.9
2025-05-14,4.0631,4.0834,3.8523,3.9152,47943485.7
2025-05-15,3.9154,3.96,3.6358,3.8486,71854598.0
2025-05-16,3.8487,3.9513,3.7186,3.7802,46040992.3
2025-05-17,3.7802,3.863,3.672,3.8018,39719906.7
2025-05-18,3.8016,4.0051,3.6888,3.9423,71416775.7
2025-05-19,3.9423,3.9725,3.5842,3.8373,71432718.4
2025-05-20,3.8375,3.941,3.7802,3.8542,67528028.8
2025-05-21,3.8543,4.0685,3.7974,3.9286,77556990.9
2025-05-22,3.9289,4.2,3.6589,3.8898,180500120.7
2025-05-23,3.8898,3.9599,3.5293,3.5816,128263134.0
2025-05-24,3.5813,3.6963,3.5666,3.6258,31044909.3
2025-05-25,3.6258,3.6664,3.4274,3.6005,50002405.7
2025-05-26,3.6005,3.6615,3.454,3.4899,44047388.8
2025-05-27,3.49,3.735,3.4041,3.6722,63220388.1
2025-05-28,3.6722,3.7448,3.4807,3.605,47603217.2
2025-05-29,3.6052,3.7508,3.5015,3.5254,52217314.0
2025-05-30,3.5255,3.5508,3.1702,3.1881,81492069.6
2025-05-31,3.1878,3.3133,3.053,3.2457,56459778.5
2025-06-01,3.2457,3.3649,3.1857,3.343,28178349.4
2025-06-02,3.3431,3.3701,3.2237,3.3309,33352248.5
2025-06-03,3.3308,3.3911,3.2155,3.2512,31933667.1
2025-06-04,3.2512,3.2923,3.1553,3.1632,30493695.7
2025-06-05,3.1632,3.23,2.8467,2.9208,61804226.9
2025-06-06,2.9208,3.2214,2.915,3.1939,47624945.4
2025-06-07,3.1938,3.3131,3.1702,3.2427,26920868.6
2025-06-08,3.2427,3.2822,3.179,3.2232,21034070.0
2025-06-09,3.223,3.4687,3.1828,3.4483,36928127.5
2025-06-10,3.4484,3.5597,3.3646,3.4928,42628249.9
2025-06-11,3.4927,3.5285,3.3387,3.3947,37067343.4
2025-06-12,3.3949,3.3998,3.1832,3.2078,43274878.5
2025-06-13,3.2078,3.2105,2.9186,3.0758,101351788.3
2025-06-14,3.0759,3.0774,2.8051,2.947,50089702.7
2025-06-15,2.9471,3.043,2.9433,3.0233,27407251.2
2025-06-16,3.0234,3.1589,2.9283,2.9962,43292182.4
2025-06-17,2.9963,3.0569,2.8028,2.8326,56990075.2
2025-06-18,2.8326,2.9181,2.68,2.828,49814317.7
2025-06-19,2.8281,2.8679,2.7842,2.8287,24364560.6
2025-06-20,2.8288,2.8852,2.65,2.7163,40381027.1
2025-06-21,2.7164,2.7543,2.4568,2.5689,39247216.3
2025-06-22,2.5689,2.6164,2.2937,2.4495,79002184.1
2025-06-23,2.4495,2.8562,2.3925,2.8276,90402062.2
2025-06-24,2.8277,2.9131,2.7331,2.7984,60971279.5
2025-06-25,2.7984,2.8449,2.7026,2.7316,50013680.8
2025-06-26,2.732,2.8053,2.5501,2.6012,54759358.6
2025-06-27,2.6013,2.7958,2.5806,2.7213,57137574.8
2025-06-28,2.7214,2.8439,2.6794,2.8018,26428572.5
2025-06-29,2.8017,2.9278,2.7686,2.8997,32671289.9
2025-06-30,2.8997,2.9106,2.7363,2.7769,34288010.7
2025-07-01,2.777,2.8131,2.6594,2.672,23520317.0
2025-07-02,2.6721,2.9615,2.6485,2.8986,44040234.1
2025-07-03,2.8986,3.0897,2.872,3.0224,53601395.7
2025-07-04,3.0225,3.084,2.7,2.8755,35832316.6
2025-07-05,2.8755,2.9356,2.8547,2.8987,16151270.5
2025-07-06,2.8988,2.9686,2.8668,2.9089,21985914.5
2025-07-07,2.909,2.9515,2.802,2.8579,24506377.3
2025-07-08,2.858,2.934,2.8261,2.8947,19020102.1
2025-07-09,2.8947,3.0995,2.8783,3.0726,31279122.6
2025-07-10,3.0729,3.5013,3.0594,3.4909,69223918.6
2025-07-11,3.491,3.5719,3.3,3.3868,76383300.8
2025-07-12,3.3869,3.4745,3.3094,3.4019,38636114.5
2025-07-13,3.402,3.5411,3.3791,3.4899,36730562.8
2025-07-14,3.4899,4.0017,3.4878,3.8892,101108233.1
2025-07-15,3.8892,4.1081,3.81,4.1014,105244716.8
2025-07-16,4.1015,4.1024,3.9211,3.9424,60292297.3
2025-07-17,3.9423,4.0786,3.85,4.0077,66434281.8
2025-07-18,4.0077,4.248,3.6519,3.7819,122594234.8
2025-07-19,3.7817,3.8556,3.6914,3.8346,36266871.6
2025-07-20,3.8348,4.0341,3.8082,3.891,52710374.1
2025-07-21,3.891,4.0948,3.835,3.961,61130516.6
2025-07-22,3.9611,4.0504,3.8028,4.0093,72612433.1
2025-07-23,4.0095,4.0264,3.5842,3.7179,71628882.6
2025-07-24,3.7179,3.8724,3.5125,3.7205,63357291.1
2025-07-25,3.7207,4.0026,3.5889,3.948,65295601.0
2025-07-26,3.9481,4.3449,3.9349,4.1595,76414375.3
2025-07-27,4.1597,4.4289,4.1204,4.326,86134161.4
2025-07-28,4.326,4.4436,3.8818,3.9084,84197657.6
2025-07-29,3.9084,4.008,3.751,3.8128,66823257.5
2025-07-30,3.8128,3.8559,3.62,3.758,67425320.3
2025-07-31,3.7582,3.9609,3.5896,3.614,55825478.0
2025-08-01,3.6138,3.6343,3.3543,3.4592,112850411.7
2025-08-02,3.4591,3.5346,3.2663,3.3344,43852374.0
2025-08-03,3.3344,3.4832,3.2803,3.4466,40762226.2
2025-08-04,3.4465,3.6352,3.4082,3.5893,51599292.0
2025-08-05,3.5892,3.6023,3.3432,3.411,40202742.2
2025-08-06,3.4111,3.5292,3.3272,3.4986,37132807.0
2025-08-07,3.4984,3.7947,3.443,3.7894,64412982.3
2025-08-08,3.7894,3.8852,3.7131,3.8387,60789657.0
2025-08-09,3.8387,3.9812,3.8265,3.8976,43319178.0
2025-08-10,3.8977,4.0,3.7804,3.8754,45033962.3
2025-08-11,3.8752,3.9779,3.6213,3.6535,57743503.3
2025-08-12,3.6533,3.935,3.6,3.8837,56867511.9
2025-08-13,3.883,4.0726,3.8152,4.0049,78552689.6
2025-08-14,4.0047,4.1811,3.6514,3.7548,99844540.7
2025-08-15,3.7548,3.8816,3.6184,3.711,54547471.3
2025-08-16,3.7109,3.781,3.6677,3.7734,19862546.8
2025-08-17,3.7735,3.8946,3.7103,3.7639,31113271.1
2025-08-18,3.7639,3.776,3.5202,3.6027,54671610.7
2025-08-19,3.6027,3.6766,3.4146,3.4222,46741629.5
2025-08-20,3.422,3.5885,3.3798,3.5575,41253861.4
2025-08-21,3.5577,3.5832,3.3844,3.4129,29708086.2
2025-08-22,3.4126,3.7796,3.3047,3.7603,80343554.6
2025-08-23,3.7602,3.805,3.6058,3.7367,38189344.4
2025-08-24,3.7368,3.8498,3.6014,3.6806,58776961.8
2025-08-25,3.6806,3.7378,3.3122,3.3404,67913968.8
2025-08-26,3.3405,3.4912,3.3233,3.453,45540036.8
2025-08-27,3.4531,3.5204,3.4112,3.437,39371548.4
2025-08-28,3.4371,3.5294,3.4125,3.4914,30030291.4
2025-08-29,3.4913,3.4994,3.2106,3.2822,57638931.2
2025-08-30,3.2823,3.3445,3.2236,3.3065,23271546.0
2025-08-31,3.3066,3.3505,3.2454,3.2494,16307578.2
2025-09-01,3.2494,3.339,3.1101,3.2042,46192962.9
2025-09-02,3.2043,3.3215,3.1908,3.3168,29588422.6
2025-09-03,3.3169,3.4065,3.2671,3.3876,24337238.8
2025-09-04,3.3876,3.4005,3.2329,3.2857,20412061.7
2025-09-05,3.2854,3.4562,3.2742,3.3743,33907058.3
2025-09-06,3.3743,3.408,3.3135,3.3356,12129188.5
2025-09-07,3.3357,3.422,3.3342,3.3966,19211639.9
2025-09-08,3.3965,3.5137,3.3636,3.4997,29215094.4
2025-09-09,3.4997,3.6169,3.4253,3.4698,43563101.9
2025-09-10,3.4698,3.6272,3.4557,3.6197,30346111.3
2025-09-11,3.6196,3.71,3.5534,3.6669,29259585.1
2025-09-12,3.6667,3.7276,3.5844,3.7199,35381498.1
2025-09-13,3.72,3.8866,3.7052,3.8146,45857777.4
2025-09-14,3.8146,3.8238,3.6399,3.6861,29214380.0
2025-09-15,3.6861,3.7221,3.4599,3.521,41008815.4
2025-09-16,3.5211,3.6546,3.4669,3.6003,32731443.2
2025-09-17,3.6003,3.8011,3.5232,3.7716,44680148.2
2025-09-18,3.7718,3.9765,3.7521,3.8889,65313203.6
2025-09-19,3.8888,3.9159,3.6118,3.6367,65902383.5
2025-09-20,3.6368,3.7096,3.6189,3.6572,23345601.2
2025-09-21,3.6572,3.6839,3.588,3.6091,18098007.4
2025-09-22,3.6089,3.6296,3.235,3.3633,68244560.0
2025-09-23,3.3633,3.4192,3.2782,3.3199,31462066.3
2025-09-24,3.3199,3.4402,3.2341,3.3633,30223475.8
2025-09-25,3.3633,3.3699,3.0685,3.1112,72404083.2
2025-09-26,3.1111,3.2555,3.0719,3.2219,47791826.0
2025-09-27,3.2219,3.2306,3.15,3.1781,14717704.3
2025-09-28,3.1781,3.2852,3.095,3.2775,22060864.7
2025-09-29,3.2775,3.3294,3.2054,3.2804,33813234.3
2025-09-30,3.2803,3.312,3.1524,3.2603,30889915.7
2025-10-01,3.2603,3.536,3.2156,3.5217,48732606.4
2025-10-02,3.5218,3.6435,3.4815,3.5869,37687357.7
2025-10-03,3.5869,3.669,3.5224,3.5792,36322201.2
2025-10-04,3.5793,3.6297,3.4921,3.6229,23789738.5
2025-10-05,3.6229,3.6915,3.5219,3.5647,37450922.4
2025-10-06,3.5647,3.71,3.5388,3.623,37137583.6
2025-10-07,3.623,3.6675,3.4403,3.4499,37816001.5
2025-10-08,3.45,3.5649,3.4245,3.5353,28370655.4
2025-10-09,3.5352,3.5405,3.3267,3.4075,32450839.5
2025-10-10,3.4074,3.479,0.5597,2.6047,180239991.0
2025-10-11,2.6052,2.8177,2.4808,2.5412,123885640.5
2025-10-12,2.5413,2.8751,2.4368,2.8083,106231346.8
2025-10-13,2.8084,3.0141,2.7459,2.9907,102983810.9
2025-10-14,2.9907,2.999,2.6513,2.8205,93904512.2
2025-10-15,2.8204,2.8909,2.646,2.6799,51934521.4
2025-10-16,2.6799,2.7424,2.4976,2.5161,62553310.8
2025-10-17,2.5161,2.545,2.2804,2.4367,103921054.4
2025-10-18,2.4367,2.5251,2.4175,2.5012,24518454.5
2025-10-19,2.5012,2.6594,2.4418,2.5818,47325180.2
2025-10-20,2.5817,2.6796,2.521,2.5747,36449878.2
2025-10-21,2.5746,2.685,2.468,2.4889,56989905.9
2025-10-22,2.4888,2.5011,2.3383,2.3818,58958389.4
2025-10-23,2.3819,2.5052,2.3719,2.4296,32968149.1
2025-10-24,2.4296,2.535,2.4006,2.5236,35528859.5
2025-10-25,2.5235,2.5659,2.4662,2.5336,22176882.5
2025-10-26,2.5336,2.6833,2.4969,2.6761,31121999.1
2025-10-27,2.6763,2.7195,2.5754,2.6107,41134584.2
2025-10-28,2.6108,2.6574,2.4615,2.5055,45777253.4
2025-10-29,2.5054,2.5922,2.434,2.5119,44508558.0
2025-10-30,2.512,2.541,2.2078,2.2907,73705919.6
2025-10-31,2.2908,2.4006,2.2872,2.3636,34756425.6
2025-11-01,2.3636,2.4034,2.3318,2.3795,20349173.2
2025-11-02,2.3795,2.3967,2.283,2.354,22870365.0
2025-11-03,2.354,2.3629,1.994,2.0698,78327698.8
2025-11-04,2.0698,2.1075,1.8202,1.9754,133874046.8
2025-11-05,1.9754,2.0698,1.8797,2.0322,65440638.0
2025-11-06,2.0321,2.057,1.9023,1.9677,50944607.5
2025-11-07,1.9677,2.1943,1.9293,2.1449,68501110.6
2025-11-08,2.1449,2.2003,2.0608,2.1224,41420858.7
2025-11-09,2.1224,2.1716,2.05,2.1447,35655296.8
2025-11-10,2.1446,2.231,2.1131,2.1631,41041352.3
2025-11-11,2.1631,2.2064,2.002,2.0079,41735593.6
2025-11-12,2.008,2.0987,1.9492,1.9676,33929342.3
2025-11-13,1.9675,2.0543,1.8208,1.8725,54087666.1
2025-11-14,1.8725,1.8789,1.7054,1.7406,76773484.4
2025-11-15,1.7407,1.8071,1.7373,1.7696,23453953.8
2025-11-16,1.7697,1.781,1.642,1.6792,52858678.0
2025-11-17,1.6792,1.7353,1.5804,1.6181,69334150.4
2025-11-18,1.6181,1.6993,1.5789,1.6686,53825487.9
2025-11-19,1.6686,1.6793,1.5088,1.6069,52954434.3
2025-11-20,1.6068,1.661,1.4812,1.4968,62535623.3
2025-11-21,1.4969,1.5194,1.3156,1.3908,132472392.7
2025-11-22,1.3908,1.3994,1.3111,1.3451,43503471.5
2025-11-23,1.345,1.408,1.3415,1.3685,48287699.1
2025-11-24,1.3684,1.5672,1.342,1.5273,83470747.2
2025-11-25,1.5273,1.6181,1.4593,1.5636,71992289.6
2025-11-26,1.5637,1.5663,1.4698,1.5434,48003904.0
2025-11-27,1.5433,1.5845,1.5174,1.5431,31663416.1
2025-11-28,1.5432,1.6002,1.5041,1.5212,40301362.2
2025-11-29,1.5213,1.5309,1.4858,1.4989,15526987.6
2025-11-30,1.4988,1.5704,1.4949,1.4969,23798362.8
